comentario,polaridad,tema,tono,longitud,satisfaccion_min,satisfaccion_max,aspecto_variable,aspecto_valor_min,aspecto_valor_max
"La metodología es adecuada y me ayuda a entender mejor los temas. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,formal,largo,3,5,organiza_actividades,3,5
"La dedicación del profesor marca una diferencia enorme en mi aprendizaje. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,profesor,formal,largo,4,5,dominio_materia,4,5
No tengo una percepción especialmente buena del curso en general. Este punto me genera bastante frustración.,negativo,general,queja,corto,1,3,ninguno,1,5
"Echo en falta más actividades prácticas en esta metodología. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,metodologia,constructivo,largo,1,3,conocimientos_utiles_futuro,1,3
"En varias ocasiones he sentido que el soporte tardaba demasiado en responder. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,soporte,constructivo,largo,1,3,velocidad_respuesta,1,3
"El profesor responde a las dudas y facilita el seguimiento del temario. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,sugerencia,largo,3,5,accesible_y_atiende_consultas,3,5
"No estoy nada satisfecho con la forma de enseñar del profesor. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,profesor,queja,largo,1,2,dominio_materia,1,2
"Parte del contenido me ha parecido desactualizado o repetitivo. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,contenido,queja,largo,1,3,contenidos_adecuados,1,3
El formato de las sesiones me ayuda a seguir el hilo del curso. Me gustaría que se introdujeran cambios en este sentido.,positivo,clase,sugerencia,medio,3,5,clase_horario,3,5
"Hay un buen equilibrio entre explicación y ejercicios prácticos. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,sugerencia,largo,3,5,organiza_actividades,3,5
El formato de las sesiones me ayuda a seguir el hilo del curso. Valoro mucho este aspecto del curso.,positivo,clase,elogio,medio,3,5,clase_conveniencia_dia,3,5
Las explicaciones del profesor son buenas y ayudan a entender la materia. Creo que aún se podrían mejorar algunos detalles.,positivo,profesor,constructivo,medio,3,5,preparado_clases,3,5
"El soporte suele responder en un tiempo razonable. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,soporte,sugerencia,largo,3,5,utilidad_anuncios,3,5
"La atención al alumno es excelente y muy cercana. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,soporte,elogio,largo,4,5,velocidad_respuesta,4,5
"Hay un buen equilibrio entre explicación y ejercicios prácticos. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,elogio,largo,3,5,grado_dificultad,3,5
He tenido que insistir más de una vez para resolver algunos problemas. Creo que aún se podrían mejorar algunos detalles.,negativo,soporte,constructivo,medio,1,3,velocidad_respuesta,1,3
"La calidad de audio y vídeo en las clases online es excelente. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_positivo,tecnologia,elogio,largo,4,5,clase_visibilidad_pantalla,4,5
"La plataforma a veces se bloquea o responde lenta. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,tecnologia,queja,largo,1,3,clase_calidad_conexion,1,3
La atención al alumno en general es buena. Me gustaría que se introdujeran cambios en este sentido.,positivo,soporte,sugerencia,medio,3,5,velocidad_respuesta,3,5
Solo he tenido pequeños problemas técnicos que se han resuelto rápido. Creo que aún se podrían mejorar algunos detalles.,positivo,tecnologia,constructivo,corto,3,5,clase_calidad_audio,3,5
"En general estoy satisfecho con cómo el profesor lleva las clases. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,elogio,largo,3,5,mantiene_atencion,3,5
"Las explicaciones del profesor son correctas pero podrían ser más dinámicas. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,profesor,sugerencia,largo,2,4,mantiene_atencion,2,4
"El profesor cumple con su función, sin destacar especialmente. Creo que aún se podrían mejorar algunos detalles.",neutral,profesor,constructivo,corto,2,4,accesible_y_atiende_consultas,2,4
"La plataforma cumple su función, sin destacar demasiado. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,tecnologia,constructivo,largo,2,4,clase_calidad_audio,2,4
"Las clases son correctas, sin algo especialmente destacable. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,clase,sugerencia,largo,2,4,clase_horario,2,4
En general estoy satisfecho con cómo el profesor lleva las clases. Valoro mucho este aspecto del curso.,positivo,profesor,elogio,medio,3,5,accesible_y_atiende_consultas,3,5
Las explicaciones del profesor son correctas pero podrían ser más dinámicas. Me gustaría que se introdujeran cambios en este sentido.,neutral,profesor,sugerencia,medio,2,4,mantiene_atencion,2,4
"No tengo una percepción especialmente buena del curso en general. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,general,queja,largo,1,3,ninguno,1,5
En general la metodología me parece bastante acertada. Creo que aún se podrían mejorar algunos detalles.,positivo,metodologia,constructivo,medio,3,5,grado_dificultad,3,5
"A veces tardan un poco en contestar, pero termina resolviéndose. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,soporte,sugerencia,largo,2,4,utilidad_anuncios,2,4
"En varias ocasiones he sentido que el soporte tardaba demasiado en responder. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,soporte,queja,largo,1,3,velocidad_respuesta,1,3
"Me siento cómodo participando en las clases. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,clase,elogio,largo,3,5,clase_duracion,3,5
He echado en falta mayor profundidad en ciertos apartados. Este punto me genera bastante frustración.,negativo,contenido,queja,corto,1,3,contenidos_adecuados,1,3
"A veces tardan un poco en contestar, pero termina resolviéndose. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,soporte,constructivo,largo,2,4,velocidad_respuesta,2,4
"No tengo una opinión muy fuerte sobre el soporte, es razonable. Creo que aún se podrían mejorar algunos detalles.",neutral,soporte,constructivo,medio,2,4,velocidad_respuesta,2,4
"Algunas sesiones se sienten poco productivas. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,clase,queja,largo,1,3,clase_duracion,1,3
"Muchos temas me parecen irrelevantes para mis objetivos. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,contenido,queja,largo,1,2,contenidos_adecuados,1,2
"La tecnología utilizada es correcta, con algún fallo puntual. Creo que aún se podrían mejorar algunos detalles.",neutral,tecnologia,constructivo,corto,2,4,clase_visibilidad_pantalla,2,4
"Me cuesta seguir las explicaciones del profesor en algunas sesiones. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,profesor,constructivo,largo,1,3,preparado_clases,1,3
"Echo en falta más actividades prácticas en esta metodología. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,metodologia,informal,largo,1,3,conocimientos_utiles_futuro,1,3
"El temario no siempre se ajusta a lo que esperaba aprender. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,contenido,queja,largo,1,3,contenidos_adecuados,1,3
"El profesor cumple con su función, sin destacar especialmente. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,profesor,constructivo,largo,2,4,accesible_y_atiende_consultas,2,4
En general la plataforma responde bien y es estable. Creo que aún se podrían mejorar algunos detalles.,positivo,tecnologia,constructivo,medio,3,5,clase_calidad_audio,3,5
En general estoy contento con el curso. Valoro mucho este aspecto del curso.,positivo,general,elogio,medio,3,5,ninguno,1,5
"Las clases son correctas, sin algo especialmente destacable. Me gustaría que se introdujeran cambios en este sentido.",neutral,clase,sugerencia,medio,2,4,clase_horario,2,4
En general las clases son agradables y productivas. Me gustaría que se introdujeran cambios en este sentido.,positivo,clase,sugerencia,medio,3,5,clase_horario,3,5
"Las respuestas del equipo de soporte son útiles la mayoría de las veces. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,soporte,elogio,largo,3,5,utilidad_anuncios,3,5
La metodología es adecuada y me ayuda a entender mejor los temas. Valoro mucho este aspecto del curso.,positivo,metodologia,elogio,medio,3,5,conocimientos_utiles_futuro,3,5
"En general la plataforma responde bien y es estable. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,tecnologia,elogio,largo,3,5,clase_calidad_audio,3,5
"No siempre el profesor responde de forma clara a las dudas. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,profesor,queja,largo,1,3,mantiene_atencion,1,3
"He tenido varios problemas técnicos que cortan el ritmo de la sesión. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,tecnologia,constructivo,largo,1,3,clase_calidad_audio,1,3
"Mi valoración global es intermedia, ni muy alta ni muy baja. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,general,sugerencia,largo,2,4,ninguno,1,5
"En general las clases son agradables y productivas. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,clase,elogio,largo,3,5,clase_conveniencia_dia,3,5
"Hay varios aspectos del curso que me han dejado insatisfecho. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,general,formal,largo,1,3,ninguno,1,5
"El profesor responde a las dudas y facilita el seguimiento del temario. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,elogio,largo,3,5,accesible_y_atiende_consultas,3,5
En general estoy satisfecho con cómo el profesor lleva las clases. Creo que aún se podrían mejorar algunos detalles.,positivo,profesor,constructivo,medio,3,5,preparado_clases,3,5
"Me siento cómodo participando en las clases. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,clase,sugerencia,largo,3,5,clase_conveniencia_dia,3,5
"La metodología del curso no se adapta nada a mis necesidades. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",muy_negativo,metodologia,queja,largo,1,2,organiza_actividades,1,2
"El ritmo de clase es aceptable, aunque no siempre perfecto. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,clase,sugerencia,largo,2,4,clase_conveniencia_dia,2,4
"El temario cumple, sin aportar nada extraordinario. Creo que aún se podrían mejorar algunos detalles.",neutral,contenido,constructivo,corto,2,4,contenidos_adecuados,2,4
El formato de las sesiones me ayuda a seguir el hilo del curso. Creo que aún se podrían mejorar algunos detalles.,positivo,clase,constructivo,medio,3,5,clase_conveniencia_dia,3,5
"No siempre el profesor responde de forma clara a las dudas. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,profesor,constructivo,largo,1,3,preparado_clases,1,3
"Hay un buen equilibrio entre explicación y ejercicios prácticos. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,constructivo,largo,3,5,conocimientos_utiles_futuro,3,5
"No tengo una percepción especialmente buena del curso en general. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,general,constructivo,largo,1,3,ninguno,1,5
"Las soluciones que me han dado no siempre han sido claras. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,soporte,queja,largo,1,3,utilidad_anuncios,1,3
"No tengo una opinión muy fuerte sobre el soporte, es razonable. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,soporte,constructivo,largo,2,4,velocidad_respuesta,2,4
La calidad de la conexión suele ser buena. Me gustaría que se introdujeran cambios en este sentido.,positivo,tecnologia,sugerencia,medio,3,5,clase_visibilidad_pantalla,3,5
"Las actividades son aceptables, aunque podrían ser más variadas. Me gustaría que se introdujeran cambios en este sentido.",neutral,metodologia,sugerencia,corto,2,4,contenidos_adecuados,2,4
En general estoy contento con el curso. Creo que aún se podrían mejorar algunos detalles.,positivo,general,constructivo,corto,3,5,ninguno,1,5
"El profesor suele explicar bien, aunque a veces va un poco rápido. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,sugerencia,largo,3,5,preparado_clases,3,5
El nivel del contenido me parece adecuado pero no especialmente diferencial. Me gustaría que se introdujeran cambios en este sentido.,neutral,contenido,sugerencia,medio,2,4,conocimientos_utiles_futuro,2,4
"Me cuesta mantener la atención durante toda la clase. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,clase,constructivo,largo,1,3,clase_duracion,1,3
"No tengo una opinión muy marcada sobre el profesor, es aceptable. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,profesor,sugerencia,largo,2,4,mantiene_atencion,2,4
Echo en falta más actividades prácticas en esta metodología. Este punto me genera bastante frustración.,negativo,metodologia,queja,medio,1,3,contenidos_adecuados,1,3
"Las clases suelen tener un ritmo adecuado en la mayoría de los días. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,clase,sugerencia,largo,3,5,clase_conveniencia_dia,3,5
"Cuando he tenido incidencias, se han resuelto adecuadamente. Creo que aún se podrían mejorar algunos detalles.",positivo,soporte,constructivo,corto,3,5,utilidad_anuncios,3,5
El nivel del contenido me parece adecuado pero no especialmente diferencial. Creo que aún se podrían mejorar algunos detalles.,neutral,contenido,constructivo,medio,2,4,conocimientos_utiles_futuro,2,4
"El formato de las sesiones me ayuda a seguir el hilo del curso. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,clase,constructivo,largo,3,5,clase_conveniencia_dia,3,5
"Las clases suelen tener un ritmo adecuado en la mayoría de los días. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,clase,elogio,largo,3,5,clase_horario,3,5
"El profesor cumple con su función, sin destacar especialmente. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,profesor,sugerencia,largo,2,4,preparado_clases,2,4
"El balance del curso es claramente positivo para mí. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,constructivo,largo,3,5,ninguno,1,5
"Solo he tenido pequeños problemas técnicos que se han resuelto rápido. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,tecnologia,sugerencia,largo,3,5,clase_calidad_audio,3,5
La forma de plantear las tareas no siempre ayuda a consolidar lo aprendido. Este punto me genera bastante frustración.,negativo,metodologia,queja,medio,1,3,organiza_actividades,1,3
"La atención al alumno en general es buena. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,soporte,constructivo,largo,3,5,velocidad_respuesta,3,5
"La metodología es adecuada y me ayuda a entender mejor los temas. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,metodologia,sugerencia,largo,3,5,contenidos_adecuados,3,5
"La calidad técnica es aceptable, pero mejorable. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,tecnologia,constructivo,largo,2,4,clase_calidad_audio,2,4
"Las clases suelen tener un ritmo adecuado en la mayoría de los días. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,clase,constructivo,largo,3,5,clase_horario,3,5
"Mi valoración global es intermedia, ni muy alta ni muy baja. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,general,constructivo,largo,2,4,ninguno,1,5
"Ha habido cosas buenas y cosas mejorables, en equilibrio. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",neutral,general,constructivo,largo,2,4,ninguno,1,5
El contenido es interesante y útil en la mayoría de los temas. Valoro mucho este aspecto del curso.,positivo,contenido,elogio,medio,3,5,conocimientos_utiles_futuro,3,5
"Algunos temas del contenido me han resultado poco relevantes. Este punto me genera bastante frustración. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,contenido,queja,largo,1,3,contenidos_adecuados,1,3
Las explicaciones del profesor son buenas y ayudan a entender la materia. Me gustaría que se introdujeran cambios en este sentido.,positivo,profesor,sugerencia,corto,3,5,accesible_y_atiende_consultas,3,5
"Repetiría una formación similar con esta escuela. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,general,sugerencia,largo,3,5,ninguno,1,5
"El profesor suele explicar bien, aunque a veces va un poco rápido. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,profesor,elogio,largo,3,5,mantiene_atencion,3,5
Las actividades planteadas encajan bien con los objetivos del curso. Me gustaría que se introdujeran cambios en este sentido.,positivo,metodologia,sugerencia,medio,3,5,grado_dificultad,3,5
"En general la plataforma responde bien y es estable. Me gustaría que se introdujeran cambios en este sentido. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,tecnologia,sugerencia,largo,3,5,clase_visibilidad_pantalla,3,5
"Cuando he tenido incidencias, se han resuelto adecuadamente. Me gustaría que se introdujeran cambios en este sentido.",positivo,soporte,sugerencia,medio,3,5,utilidad_anuncios,3,5
"Algunas sesiones se sienten poco productivas. Creo que aún se podrían mejorar algunos detalles. En conjunto, esta parte influye bastante en mi percepción del curso.",negativo,clase,constructivo,largo,1,3,clase_conveniencia_dia,1,3
"La atención al alumno en general es buena. Valoro mucho este aspecto del curso. En conjunto, esta parte influye bastante en mi percepción del curso.",positivo,soporte,elogio,largo,3,5,velocidad_respuesta,3,5
Me cuesta mantener la atención durante toda la clase. Este punto me genera bastante frustración.,negativo,clase,queja,medio,1,3,clase_horario,1,3
