Id_encuesta,id_usuario,Id_curso,Tipo_clase,fecha,preparado_clases,dominio_materia,mantiene_atencion,relaciona_con_ejemplos,ejemplos_mundo_profesional,accesible_y_atiende_consultas,fomenta_colaboracion,puntualidad,referencias_en_redes,recomendaria_profesor,organiza_actividades,contenidos_adecuados,grado_dificultad,conocimientos_utiles_futuro,clase_duracion,clase_horario,clase_conveniencia_dia,clase_calidad_conexion,clase_visibilidad_pantalla,clase_calidad_audio,velocidad_respuesta,utilidad_anuncios,satisfaccion_general,comentarios
E0089,U1023,C0016,Online,2023-04-03 11:11:48,5,4,4,5,4,5,5,3,3,2,3,5,3,3,Genial,Bien,Mal,Pésimo,Bien,Genial,3,4,3,En general estoy satisfecho con cómo el profesor lleva las clases. Creo que aún se podrían mejorar algunos detalles. Hace que las dudas se resuelvan con rapidez.
E0090,U0616,C0001,Híbrido,2023-04-03 12:28:54,4,5,1,3,4,3,5,5,2,4,4,4,5,5,Bien,Genial,Bien,Mal,Mal,Genial,3,1,4,En conversaciones con mis compañeros coincidimos en que en general las clases son agradables y productivas.
E0091,U0514,C0023,Híbrido,2023-04-05 02:39:05,4,3,5,5,4,5,4,4,4,4,5,2,5,3,Genial,Genial,Genial,Bien,Genial,Genial,5,5,5,Con la mente puesta en mis objetivos profesionales valoro que la plataforma funciona de forma muy fluida y sin interrupciones.
E0092,U0462,C0024,Online,2023-04-05 04:43:23,2,4,5,5,3,5,4,4,2,5,3,3,3,5,Bien,Genial,Regular,Genial,Genial,Genial,4,2,3,"Hay un buen equilibrio entre explicación y ejercicios prácticos. Las dinámicas se integran bien con los objetivos de cada módulo. Para mí, marca la diferencia respecto a otros programas."
E0093,U0287,C0007,Online,2023-04-05 10:52:53,4,4,2,4,4,4,5,4,5,5,4,4,2,4,Genial,Regular,Bien,Genial,Genial,Genial,5,3,5,En mi día a día con el curso observo que los temas tratados son muy relevantes para mi desarrollo profesional. Me da herramientas concretas para actuar en el trabajo. Siento que el equipo debería tenerlo en cuenta.
E0094,U0382,C0012,Online,2023-04-06 23:26:23,4,5,2,3,3,4,5,2,4,3,5,2,3,5,Genial,Bien,Regular,Pésimo,Bien,Bien,5,4,5,Analizando lo que he aprendido siento que la calidad de la conexión suele ser buena. Se nota que prueban las soluciones antes de cada sesión.
E0095,U1008,C0027,Online,2023-04-07 00:59:34,2,4,3,5,2,4,4,4,1,4,4,5,3,4,Bien,Bien,Bien,Regular,Bien,Genial,5,2,4,El programa del curso cubre exactamente lo que esperaba aprender. Es un aspecto que comparto también con mis compañeros.
E0096,U0671,C0006,Híbrido,2023-04-08 17:30:54,3,5,5,5,3,4,5,4,3,1,4,3,3,5,Bien,Genial,Regular,Genial,Mal,Pésimo,4,1,4,En general las clases son agradables y productivas. Valoro mucho este aspecto del curso.
E0097,U0535,C0005,Online,2023-04-09 14:27:28,4,3,4,5,1,4,4,4,2,5,2,3,5,5,Pésimo,Regular,Regular,Pésimo,Genial,Bien,4,2,4,"Cuando comparo esta formación con otras, percibo que hay un buen equilibrio entre explicación y ejercicios prácticos. Esa impresión se mantiene con el paso de las semanas."
E0098,U0910,C0011,Online,2023-04-09 15:58:14,4,4,4,3,5,4,4,3,4,4,4,3,5,3,Genial,Bien,Regular,Bien,Regular,Bien,5,4,4,"Si pienso en el progreso del curso, creo que me siento muy acompañado por el profesor durante todo el curso."
E0099,U0293,C0015,Híbrido,2023-04-10 00:46:56,4,3,5,4,4,4,5,2,5,3,4,1,3,4,Mal,Bien,Genial,Regular,Genial,Pésimo,4,5,4,Analizando lo que he aprendido siento que en general las clases son agradables y productivas.
E0100,U0124,C0013,Online,2023-04-10 04:05:08,1,2,3,4,2,2,3,1,3,1,4,1,2,1,Mal,Pésimo,Regular,Pésimo,Bien,Bien,1,1,1,No siempre el profesor responde de forma clara a las dudas. Este punto me genera bastante frustración.
E0101,U0583,C0013,Online,2023-04-10 13:36:34,2,4,3,1,1,2,2,1,3,2,3,3,2,1,Mal,Pésimo,Mal,Mal,Pésimo,Mal,1,2,1,Con la mente puesta en mis objetivos profesionales valoro que echo en falta más actividades prácticas en esta metodología. Es un aspecto que comparto también con mis compañeros.
E0102,U0141,C0031,Online,2023-04-11 21:19:54,5,4,5,3,4,3,4,5,5,2,4,4,2,3,Regular,Regular,Regular,Mal,Regular,Genial,4,4,3,Las explicaciones del profesor son buenas y ayudan a entender la materia. La disponibilidad del profesorado genera mucha confianza. Es algo que impacta en mi motivación diaria.
E0103,U0736,C0017,Online,2023-04-13 04:28:33,4,4,5,3,4,4,5,4,4,2,4,2,3,2,Bien,Regular,Bien,Bien,Genial,Genial,5,4,2,La atención es aceptable pero podría ser más proactiva. Siempre encontramos a alguien disponible en el campus virtual.
E0104,U0082,C0019,Online,2023-04-13 06:47:40,5,5,4,5,4,5,5,5,4,5,4,5,3,3,Bien,Bien,Bien,Genial,Genial,Bien,3,4,5,Las clases suelen tener un ritmo adecuado en la mayoría de los días. Creo que aún se podrían mejorar algunos detalles. Creo que resume bien cómo vivo el curso.
E0105,U0882,C0019,Online,2023-04-14 02:58:50,5,5,3,2,5,4,4,5,1,4,2,4,5,4,Genial,Bien,Regular,Pésimo,Genial,Bien,5,3,3,Tras varias sesiones puedo decir que en general las clases son agradables y productivas. La organización del aula está pensada para colaborar.
E0106,U0740,C0003,Online,2023-04-14 10:35:02,1,4,1,3,3,1,2,1,1,1,2,1,2,2,Pésimo,Mal,Regular,Mal,Mal,Mal,1,1,1,Me gustaría que la metodología fuera más interactiva. Este punto me genera bastante frustración. Se nota que cada bloque responde a un propósito concreto.
E0107,U1102,C0030,Online,2023-04-14 16:34:35,5,5,5,5,4,4,5,4,4,3,4,5,3,3,Regular,Regular,Regular,Genial,Genial,Genial,4,4,4,Los materiales del curso aportan valor y complementan bien las clases. Me da herramientas concretas para actuar en el trabajo. Define la confianza que tengo en seguir avanzando.
E0108,U0909,C0021,Online,2023-04-15 01:53:34,2,4,4,5,4,4,4,4,4,3,4,5,3,3,Bien,Genial,Mal,Genial,Genial,Genial,3,1,3,No siempre el profesor responde de forma clara a las dudas. Es un aspecto que comparto también con mis compañeros.
E0109,U1167,C0011,Online,2023-04-15 03:06:58,4,1,3,1,5,3,4,1,4,3,5,5,3,5,Genial,Genial,Genial,Genial,Genial,Genial,5,5,4,"En conversaciones con mis compañeros coincidimos en que cuando he tenido incidencias, se han resuelto adecuadamente. Valoro mucho este aspecto del curso. El seguimiento individual ayuda a no perder el ritmo. Es algo que impacta en mi motivación diaria."
E0110,U0937,C0024,Online,2023-04-15 06:57:46,5,5,4,1,4,4,3,3,5,5,5,4,1,2,Regular,Pésimo,Pésimo,Bien,Genial,Pésimo,5,4,5,En conversaciones con mis compañeros coincidimos en que la dedicación del profesor marca una diferencia enorme en mi aprendizaje.
E0111,U0372,C0004,Online,2023-04-15 18:24:20,5,5,5,5,5,4,5,4,3,5,5,5,3,5,Bien,Genial,Genial,Genial,Bien,Genial,5,5,5,A lo largo de estas semanas he notado que la organización de cada sesión hace que aproveche muy bien el tiempo. Salgo de cada clase con ideas prácticas para aplicar.
E0112,U0890,C0017,Online,2023-04-16 13:09:16,5,4,5,2,5,4,2,4,5,2,4,5,5,4,Regular,Pésimo,Bien,Genial,Regular,Pésimo,5,4,5,"Las explicaciones del profesor son buenas y ayudan a entender la materia. Hace que las dudas se resuelvan con rapidez. Para mí, marca la diferencia respecto a otros programas."
E0113,U0157,C0030,Online,2023-04-17 11:06:57,4,5,5,5,4,4,4,3,4,3,5,4,4,4,Mal,Pésimo,Bien,Genial,Bien,Regular,4,4,5,El profesor domina el contenido y sabe transmitirlo de manera excelente. Valoro mucho este aspecto del curso. Creo que resume bien cómo vivo el curso.
E0114,U0992,C0010,Online,2023-04-19 12:41:36,4,4,5,5,2,3,3,4,4,4,5,5,2,3,Bien,Bien,Bien,Genial,Mal,Bien,2,2,4,"A lo largo de estas semanas he notado que la calidad de audio y vídeo en las clases online es excelente. Valoro mucho este aspecto del curso. La plataforma permite seguir la clase incluso desde el móvil. Para mí, marca la diferencia respecto a otros programas."
E0115,U0622,C0017,Online,2023-04-20 11:29:03,3,4,3,2,3,2,5,5,5,4,3,5,3,3,Regular,Mal,Regular,Regular,Regular,Genial,3,5,4,La mayor parte del contenido me resulta aplicable a mi trabajo. Creo que aún se podrían mejorar algunos detalles. Encuentro referencias útiles para seguir investigando por mi cuenta. Es algo que impacta en mi motivación diaria.
E0116,U1038,C0012,Online,2023-04-22 07:56:15,3,4,5,3,3,1,3,5,3,5,4,5,3,4,Regular,Regular,Bien,Bien,Genial,Regular,4,5,5,Desde el primer módulo he sentido que las clases suelen tener un ritmo adecuado en la mayoría de los días. Creo que aún se podrían mejorar algunos detalles.
E0117,U0245,C0017,Online,2023-04-24 05:25:48,5,5,4,3,4,5,4,4,5,4,5,4,3,4,Genial,Mal,Regular,Genial,Bien,Genial,4,5,5,Tras varias sesiones puedo decir que la calidad de la conexión suele ser buena.
E0118,U0159,C0027,Online,2023-04-25 22:52:01,5,5,3,2,5,3,5,4,3,5,4,4,4,4,Genial,Regular,Genial,Regular,Genial,Bien,3,5,4,El ambiente en clase favorece mucho la participación. Valoro mucho este aspecto del curso. Las interacciones con los compañeros enriquecen las sesiones.
E0119,U0746,C0023,Híbrido,2023-04-26 06:42:28,2,4,5,5,5,5,5,5,2,4,4,4,4,4,Bien,Bien,Genial,Bien,Bien,Bien,5,4,5,En mi día a día con el curso observo que la experiencia tecnológica es satisfactoria en la mayoría de las clases. Me gustaría que se introdujeran cambios en este sentido.
E0120,U0193,C0010,Online,2023-04-26 22:59:01,4,5,3,4,4,4,5,5,3,5,3,1,2,3,Bien,Bien,Genial,Bien,Mal,Bien,3,5,4,En conversaciones con mis compañeros coincidimos en que la experiencia en clase es razonable y estable. Salgo de cada clase con ideas prácticas para aplicar.
E0121,U0534,C0024,Online,2023-04-27 05:25:37,3,3,4,5,5,3,5,4,4,3,2,4,4,3,Bien,Genial,Genial,Regular,Mal,Pésimo,5,4,4,En general estoy satisfecho con cómo el profesor lleva las clases. Valoro mucho este aspecto del curso. El acompañamiento docente es clave para que avance. Creo que resume bien cómo vivo el curso.
E0122,U0904,C0026,Híbrido,2023-04-27 12:42:19,5,3,3,1,5,4,5,3,4,4,3,5,5,5,Genial,Regular,Regular,Regular,Bien,Bien,3,3,3,En mi día a día con el curso observo que algunas sesiones se sienten poco productivas. Salgo de cada clase con ideas prácticas para aplicar. Esa impresión se mantiene con el paso de las semanas.
E0123,U1004,C0003,Online,2023-04-27 21:10:49,3,4,5,3,5,5,5,5,4,4,4,4,5,4,Bien,Bien,Genial,Bien,Bien,Genial,5,5,5,Analizando lo que he aprendido siento que las clases se me pasan rápido porque son dinámicas y entretenidas. Las dinámicas grupales hacen que el tiempo pase rápido.
E0124,U1070,C0030,Online,2023-04-28 23:25:55,2,4,3,3,1,1,1,2,1,1,3,3,4,1,Mal,Pésimo,Pésimo,Bien,Mal,Regular,3,1,1,No siempre el profesor responde de forma clara a las dudas. Este punto me genera bastante frustración. La disponibilidad del profesorado genera mucha confianza. Es algo que impacta en mi motivación diaria.
E0125,U0414,C0003,Online,2023-04-29 21:22:13,4,2,4,5,2,5,4,4,3,4,1,3,1,4,Mal,Genial,Bien,Regular,Bien,Genial,2,3,4,"A veces tardan un poco en contestar, pero termina resolviéndose. Lo tengo muy presente cuando hablo de la escuela."
E0126,U1187,C0029,Híbrido,2023-04-30 12:18:15,5,2,2,4,2,4,3,5,4,4,4,5,2,5,Genial,Genial,Bien,Genial,Genial,Regular,5,3,4,La mayor parte del contenido me resulta aplicable a mi trabajo. Me gustaría que se introdujeran cambios en este sentido. Cada unidad conecta con tendencias actuales del sector. Esa impresión se mantiene con el paso de las semanas.
E0127,U0328,C0017,Online,2023-05-02 02:15:48,2,4,4,3,4,3,4,4,5,5,4,4,3,5,Regular,Regular,Mal,Regular,Genial,Bien,3,2,4,La experiencia tecnológica es satisfactoria en la mayoría de las clases. La plataforma permite seguir la clase incluso desde el móvil. Creo que resume bien cómo vivo el curso.
E0128,U0129,C0014,Online,2023-05-05 12:47:36,5,5,5,4,4,2,5,3,4,5,5,4,3,5,Genial,Bien,Genial,Mal,Bien,Regular,5,5,5,"Con la mente puesta en mis objetivos profesionales valoro que cuando he tenido incidencias, se han resuelto adecuadamente. El seguimiento individual ayuda a no perder el ritmo."
E0129,U0695,C0004,Online,2023-05-05 12:48:32,4,2,4,4,4,5,5,4,3,3,2,4,3,4,Bien,Mal,Bien,Bien,Pésimo,Genial,3,2,5,Desde el primer módulo he sentido que el profesor domina el contenido y sabe transmitirlo de manera excelente. Valoro mucho este aspecto del curso. La disponibilidad del profesorado genera mucha confianza. Define la confianza que tengo en seguir avanzando.
E0130,U0631,C0030,Online,2023-05-06 09:51:01,2,3,5,3,3,5,2,4,3,3,3,2,3,1,Genial,Bien,Bien,Mal,Genial,Bien,5,3,3,Tras varias sesiones puedo decir que no siempre el profesor responde de forma clara a las dudas. Creo que aún se podrían mejorar algunos detalles.
E0131,U0275,C0022,Online,2023-05-07 11:04:44,4,5,3,5,4,4,3,4,3,1,3,1,5,5,Bien,Genial,Regular,Genial,Bien,Mal,4,4,4,"A lo largo de estas semanas he notado que el profesor mantiene un nivel adecuado, sin puntos muy fuertes ni muy débiles."
E0132,U1148,C0014,Online,2023-05-07 20:42:53,5,3,4,4,3,3,2,5,3,4,5,5,2,4,Bien,Genial,Genial,Regular,Mal,Pésimo,4,4,4,Tras varias sesiones puedo decir que las explicaciones del profesor son buenas y ayudan a entender la materia. Creo que aún se podrían mejorar algunos detalles. Me anima a preparar las sesiones con antelación. Creo que resume bien cómo vivo el curso.
E0133,U0309,C0012,Online,2023-05-07 23:58:41,4,4,2,5,5,3,4,5,5,4,3,2,4,4,Mal,Genial,Pésimo,Bien,Bien,Genial,4,4,5,Desde mi perspectiva personal considero que la atención al alumno en general es buena. Siento que hacen un esfuerzo genuino por escucharnos. Creo que resume bien cómo vivo el curso.
E0134,U0234,C0022,Online,2023-05-09 05:28:54,1,3,5,5,5,3,5,4,2,4,4,4,3,4,Regular,Regular,Regular,Bien,Genial,Regular,4,5,5,Al repasar mis notas concluyo que los temas tratados son muy relevantes para mi desarrollo profesional. Me da herramientas concretas para actuar en el trabajo.
E0135,U1048,C0004,Online,2023-05-10 05:11:42,3,4,4,4,4,5,4,5,5,5,4,3,3,4,Bien,Genial,Mal,Genial,Bien,Genial,4,5,5,En conversaciones con mis compañeros coincidimos en que la calidad de audio y vídeo en las clases online es excelente.
E0136,U0623,C0013,Online,2023-05-10 17:37:01,3,3,3,2,2,4,5,5,2,4,2,1,4,4,Mal,Pésimo,Genial,Genial,Regular,Genial,5,4,3,"Desde el primer módulo he sentido que el temario cumple, sin aportar nada extraordinario. Creo que aún se podrían mejorar algunos detalles. Hay ejemplos que puedo trasladar directamente a mis proyectos. Es un aspecto que comparto también con mis compañeros."
E0137,U0644,C0031,Online,2023-05-11 04:00:55,5,3,4,4,4,4,3,4,5,3,5,4,5,4,Genial,Pésimo,Genial,Regular,Bien,Regular,4,4,5,Me siento cómodo participando en las clases. Creo que aún se podrían mejorar algunos detalles. Las interacciones con los compañeros enriquecen las sesiones.
E0138,U0479,C0010,Online,2023-05-11 04:32:30,5,4,4,2,3,2,5,2,2,5,5,5,1,1,Bien,Mal,Pésimo,Bien,Regular,Bien,5,2,4,Tras varias sesiones puedo decir que la atención al alumno en general es buena. Es algo que impacta en mi motivación diaria.
E0139,U0472,C0014,Online,2023-05-11 13:02:11,1,5,3,4,5,3,4,1,1,3,1,4,3,4,Regular,Regular,Bien,Regular,Genial,Bien,3,1,3,"Si pienso en el progreso del curso, creo que el contenido es correcto, aunque algunos temas me han parecido básicos. Cada unidad conecta con tendencias actuales del sector."
E0140,U0926,C0023,Híbrido,2023-05-12 00:59:41,1,2,3,1,3,3,1,3,5,2,3,5,2,1,Regular,Mal,Mal,Pésimo,Pésimo,Pésimo,2,2,1,No siento que el equipo de soporte se preocupe por mis problemas. Este punto me genera bastante frustración. Me ayuda a decidir en qué módulos profundizar.
E0141,U1098,C0001,Híbrido,2023-05-12 02:35:55,4,1,5,3,4,4,3,2,1,5,5,4,2,4,Genial,Genial,Mal,Pésimo,Regular,Bien,2,1,5,En mi día a día con el curso observo que la experiencia tecnológica es satisfactoria en la mayoría de las clases. Valoro mucho este aspecto del curso. Se refleja en los resultados que obtengo en cada entrega.
E0142,U0627,C0001,Híbrido,2023-05-12 13:57:58,4,5,5,4,4,4,3,3,5,5,4,3,2,5,Bien,Bien,Bien,Bien,Genial,Genial,4,2,5,"Al repasar mis notas concluyo que siempre que he tenido una duda, el soporte me ha ayudado de inmediato."
E0143,U0395,C0020,Online,2023-05-12 15:39:33,5,3,5,5,5,5,5,4,5,5,4,2,3,4,Genial,Genial,Regular,Genial,Bien,Bien,4,3,5,"Analizando lo que he aprendido siento que los temas tratados son muy relevantes para mi desarrollo profesional. Valoro mucho este aspecto del curso. Cada unidad conecta con tendencias actuales del sector. Para mí, marca la diferencia respecto a otros programas."
E0144,U0637,C0020,Online,2023-05-14 09:45:29,3,2,3,5,2,1,1,1,4,2,1,1,2,2,Pésimo,Genial,Mal,Mal,Pésimo,Mal,2,1,1,"Si pienso en el progreso del curso, creo que la calidad técnica es muy mala y rompe el flujo de las clases."
E0145,U0768,C0023,Híbrido,2023-05-14 12:06:06,5,4,4,5,1,3,2,5,4,3,4,4,4,4,Bien,Genial,Regular,Regular,Bien,Regular,5,3,4,"Cuando comparo esta formación con otras, percibo que la forma de estructurar las actividades hace que todo sea muy fluido. Valoro mucho este aspecto del curso. Permite que la práctica tenga un peso real en el aprendizaje."
E0146,U0533,C0007,Online,2023-05-15 09:37:12,2,3,2,4,2,2,5,5,3,5,1,4,4,4,Bien,Bien,Bien,Bien,Genial,Regular,4,4,2,"Desde mi perspectiva personal considero que el soporte responde de forma correcta, sin destacar demasiado."
E0147,U0718,C0018,Híbrido,2023-05-15 10:04:42,3,2,4,3,5,3,2,4,4,5,4,3,5,4,Mal,Bien,Genial,Mal,Genial,Bien,5,3,4,"Si pienso en el progreso del curso, creo que la forma de estructurar las actividades hace que todo sea muy fluido."
E0148,U0667,C0012,Online,2023-05-16 12:14:59,5,5,4,4,5,4,4,5,5,4,4,4,4,4,Genial,Bien,Bien,Mal,Bien,Bien,5,5,5,El contenido del curso está muy bien seleccionado y actualizado. Valoro mucho este aspecto del curso. Aporta claridad sobre temas que antes veía confusos.
E0149,U0598,C0005,Online,2023-05-17 18:59:39,4,4,5,5,1,5,2,5,3,2,4,4,3,2,Bien,Genial,Bien,Genial,Genial,Regular,4,2,4,"A lo largo de estas semanas he notado que el temario cumple, sin aportar nada extraordinario. Creo que aún se podrían mejorar algunos detalles. Aporta claridad sobre temas que antes veía confusos. Se refleja en los resultados que obtengo en cada entrega."
E0150,U0482,C0027,Online,2023-05-19 06:39:27,3,4,5,4,4,2,4,5,3,4,2,4,1,5,Genial,Genial,Bien,Bien,Genial,Regular,4,3,5,"Cuando comparo esta formación con otras, percibo que las explicaciones del profesor son buenas y ayudan a entender la materia."
E0151,U1103,C0013,Online,2023-05-20 16:43:10,3,3,4,2,4,4,4,4,5,2,4,2,1,4,Bien,Genial,Bien,Mal,Genial,Genial,5,5,2,"En mi día a día con el curso observo que el contenido es correcto, aunque algunos temas me han parecido básicos. Cada unidad conecta con tendencias actuales del sector. Lo tengo muy presente cuando hablo de la escuela."
E0152,U0315,C0011,Online,2023-05-21 01:46:48,5,4,4,5,4,4,5,5,5,5,5,4,2,5,Genial,Mal,Genial,Genial,Regular,Pésimo,5,4,5,"Si pienso en el progreso del curso, creo que la mayor parte del contenido me resulta aplicable a mi trabajo. Creo que aún se podrían mejorar algunos detalles. Es un aspecto que comparto también con mis compañeros."
E0153,U0729,C0023,Híbrido,2023-05-21 06:49:34,4,4,4,1,3,3,2,5,4,5,3,4,2,2,Regular,Genial,Bien,Mal,Regular,Genial,4,4,4,El nivel del contenido me parece adecuado pero no especialmente diferencial. Creo que aún se podrían mejorar algunos detalles.
E0154,U0210,C0005,Online,2023-05-21 10:52:51,3,4,5,5,4,4,5,4,1,3,5,3,4,4,Bien,Mal,Regular,Bien,Mal,Bien,4,3,4,"En conversaciones con mis compañeros coincidimos en que la calidad técnica es aceptable, pero mejorable. Se aprovechan bien las herramientas colaborativas online. Esa impresión se mantiene con el paso de las semanas."
E0155,U0934,C0011,Online,2023-05-22 14:57:38,4,5,2,4,4,2,3,5,5,5,5,3,3,4,Bien,Bien,Bien,Regular,Regular,Bien,3,3,3,Tras varias sesiones puedo decir que los materiales del curso aportan valor y complementan bien las clases. Me gustaría que se introdujeran cambios en este sentido.
E0156,U0434,C0011,Online,2023-05-22 15:03:39,4,1,4,3,5,4,3,4,2,4,3,5,1,4,Regular,Regular,Bien,Regular,Genial,Pésimo,4,5,4,Desde mi perspectiva personal considero que me siento muy acompañado por el soporte académico y técnico. Valoro mucho este aspecto del curso. El seguimiento individual ayuda a no perder el ritmo.
